DATE|TITLE|DESCRIPTION|CHANGE|LEVEL
2021-03-26 19:17:00|Italy's Draghi looks to reopen schools, says vaccines only way out of COVID-19 crisis|The Italian government will let younger students return to school next month, even if they are in coronavirus hotspots, but a broader relaxation of curbs will depend on infection rates, Prime Minister Mario Draghi said on Friday.|0.0003898179550152481|1.0
2021-03-26 19:08:00|Czech parliament extends government's extra powers as COVID-19 slowly recedes|The Czech parliament on Friday extended a state of emergency giving the government extra powers to fight the COVID-19 epidemic until April 11.|-0.0006229219712172718|-2.0
2021-03-26 18:39:00|Germany issues COVID travel warning for France, Austria, Czech Republic, Denmark|Germany warned its citizens on Friday not to make unnecessary trips to neighbouring France, Austria, Denmark and the Czech Republic because of rising COVID-19 infection rates.|-0.0006706436788231906|-2.0
2021-03-26 18:28:00|France tightens classroom closure protocols in high COVID risk regions|France will send a school class home once one COVID-19 infection is detected among its pupils, instead of three previously, in regions under tighter coronavirus restrictions, the education minister said on Friday.|0.0007490754519592357|2.0
2021-03-26 18:20:00|French minister tells UK: you can't use COVID-19 vaccine 'blackmail'|"French Foreign Minister Jean-Yves Le Drian said on Friday Europe would not let itself be subjected to ""a kind of blackmail"" by Britain over supplies of COVID-19 vaccines."|0.0017505606343986013|4.0
2021-03-26 18:03:00|AstraZeneca vaccine safe to use while potential rare effects probed: WHO|"The AstraZeneca COVID-19 vaccine is still recommended for use while studies continue to examine any potential link to ""very rare"" side effects including blood clots, a senior World Health Organization (WHO) official said on Friday."|0.00010150299493960624|0.0
2021-03-26 17:56:00|Volunteers break rank to raise doubts in trial of Russia's second COVID-19 vaccine|"Some of those who volunteered for the clinical trial of Russia's second COVID-19 vaccine have broken rank and taken part in go-it-alone ""citizen experiments"" which they say raise concerns about the shot's efficacy."|0.0015630983736916182|4.0
2021-03-26 15:26:00|Canada needs stricter health measures to counter rapid spread of COVID-19 variants - officials|COVID-19 variant cases are increasing rapidly in several parts of Canada and longer-range forecasts show that stronger public health restrictions will be required to counter the spread of the disease, health officials said on Friday.|-0.001359475038913649|-4.0
2021-03-26 14:58:00|'No light at the end of the tunnel' - The COVID-19 battle in one French hospital|Anesthetist Caroline Tesse cannot say whether the third wave of COVID-19 infections sweeping across France will peak in three weeks or three months. But she does know that it is too late to prevent the virus from overwhelming her intensive care unit.|-0.0002670582598148785|-1.0
2021-03-26 14:48:00|Serbia starts COVID-19 vaccinations at migrant camps|Serbia began vaccinating its migrant population on Friday to curb the coronavirus from spreading in refugee camps where social distancing is a challenge.|0.0008568912001511997|2.0
2021-03-26 14:04:00|Volunteers break rank to raise doubts in trial of Russia's second COVID-19 vaccine|"Some of those volunteering in a trial of Russia's second COVID-19 vaccine have broken rank and conducted go-it-alone amateur ""citizen experiments"" that they say raise concerns about the shot's efficacy."|-0.0001178281907799894|0.0
2021-03-25 19:11:00|Turkey starts initial talks to procure Russia's Sputnik-V vaccine|Turkey has begun initial talks to procure the Sputnik-V vaccine from Russia, Health Minister Fahrettin Koca said on Thursday, adding Ankara would receive a total of 100 million doses of COVID-19 vaccines from various suppliers by the end of May.|0.000987283784851245|3.0
2021-03-25 19:05:00|Amazon starts on-site COVID-19 vaccination for U.S. employees|Amazon.com Inc is rolling out on-site COVID-19 vaccination for its U.S. front-line employees, it said on Thursday, as companies step up efforts to get their workers immunized against the coronavirus.|0.000727290006247383|2.0
2021-03-25 18:44:00|Iraq gets first shipment of AstraZeneca vaccines via COVAX|Iraq received 336,000 doses of AstraZeneca's COVID-19 vaccine on Thursday, the first sent there under the global COVAX vaccine-sharing scheme.|0.0005379618844412182|2.0
2021-03-25 18:34:00|Venezuela business group proposes directly buying 6 million vaccines|Venezuela's largest business organization on Thursday presented a proposal to buy 6 million COVID-19 shots to vaccinate private sector workers and families, a plan that would require the approval of the government of Nicolas Maduro.|0.002744789992964458|5.0
2021-03-25 18:07:00|Chile locks down capital Santiago despite world's fastest vaccination rate|Chilean health officials on Thursday extended a lockdown across the capital Santiago to tame a second wave of infections even as the South American nation continues to plow ahead with the world's fastest per capita vaccination campaign.|0.0007777100070502918|2.0
2021-03-25 18:00:00|Greece lifts week-long quarantine for vaccinated Israeli tourists|Greece on Thursday lifted a one-week quarantine rule for Israeli travellers who are vaccinated against COVID-19 and test negative, the civil aviation authority said.|-0.000293334054591865|-1.0
2021-03-25 17:50:00|France puts region around Lyon under tighter COVID restrictions|Three additional French regions including the Rhone department around the city of Lyon will be put under tightened COVID-19 restrictions for four weeks, the government announced on Thursday.|-0.0007050901790148778|-2.0
2021-03-25 17:42:00|Biden sets goal of 200 million U.S. COVID-19 shots in his first 100 days|U.S. President Joe Biden said on Thursday he was setting a new goal of administering 200 million doses of COVID-19 vaccine in the United States in his first 100 days in office.|0.0014199475480709545|4.0
2021-03-25 17:22:00|EU export restrictions on COVID shots would be 'lose-lose' situation: Pfizer executive|European Union export restrictions on COVID-19 vaccines would result in a 'lose-lose' situation for everyone, including EU members, a Pfizer executive said, a day after the bloc tightened oversight of shot deliveries beyond its borders.|-0.0011489789934232553|-3.0
2021-03-25 17:22:00|Oxford to test inhaled version of COVID-19 vaccine with 30 volunteers|Oxford University said on Thursday it was launching a study to investigate immune responses of a nasal administration of its COVID-19 vaccine developed with AstraZeneca, with 30 health volunteers aged 18 to 40 for the initial trial.|-0.0011489789934232553|-3.0
2021-03-25 15:24:00|Government action can still save summer, European airlines say|European governments can still salvage the summer tourist season despite COVID-19 vaccine setbacks and resurgent infections, if they take joint action on digital health passes and travel rules, airline chief executives said on Thursday.|-0.00023876795733934753|-1.0
2021-03-25 14:48:00|Austria warns of harm to EU if vaccine spread within bloc not adjusted|Austria's Chancellor Sebastian Kurz warned on Thursday that the European Union would be greatly harmed if COVID-19 vaccines were not distributed more equitably between member states.|-0.000772465230465258|-2.0
2021-03-24 19:39:00|Mexico to speed up vaccine rollout, fearing risk of new COVID-19 wave|Mexico will accelerate its rollout of COVID-19 vaccines to protect the public against any new wave of infections, President Andres Manuel Lopez Obrador said on Wednesday as the country's pandemic death toll approached 200,000.|-0.0007803878909516948|-2.0
2021-03-24 19:25:00|Brazil passes 300,000 COVID-19 deaths, as minister pledges 1 million shots per day|As the number of COVID-19 deaths in Brazil passed 300,000 on Wednesday, President Jair Bolsonaro's fourth health minister used his first official day in the job to pledge a vaccination goal of 1 million shots a day to put the brakes on the snowballing crisis.|-0.0005511680826605359|-2.0
2021-03-24 19:18:00|Vienna and nearby regions to reinstate coronavirus lockdown over Easter|Vienna and two other provinces in eastern Austria will go back into lockdown for several days over Easter in a bid to ease the growing strain on intensive care wards from rising coronavirus infections, Austria's health minister said on Wednesday.|-0.0007874263756825206|-2.0
2021-03-24 19:16:00|Finland proposes home lockdown for Helsinki residents for first time during pandemic|The Finnish government on Wednesday proposed locking down residents of five cities, including the capital Helsinki, and only allowing people to leave their homes for limited reasons, to curb rising coronavirus infections and hospitalisations.|-0.0012280756381166658|-3.0
2021-03-24 19:02:00|Merkel rejects calls for vote of confidence over handling of coronavirus pandemic|German Chancellor Angela Merkel on Wednesday rejected demands by the opposition to ask parliament for a vote of confidence in her government over rising discontent with her handling of the coronavirus pandemic.|-0.0003854594302580283|-1.0
2021-03-24 18:56:00|Caribbean appeals to Biden to share vaccines with U.S. 'third border'|"Several Caribbean island nations have issued a plea to the United States to share its stockpile of COVID-19 vaccines with the region as it has said it would with Mexico and Canada, calling on it not to neglect its ""third border."""|-0.001548145792194311|-4.0
2021-03-24 18:16:00|UK and EU say looking to create 'win-win' situation on COVID-19 vaccines|"Britain and the European Commission said they are discussing how they can work together to create a ""win-win"" situation on COVID-19 vaccines after the bloc threatened to take tougher measures to curb the export of deliveries of shots."|0.0010616295620908822|3.0
2021-03-24 18:14:00|Facebook, Twitter must do more to stop COVID-19 anti-vaxxers, U.S. states say|Attorneys general for 12 U.S. states on Wednesday accused Facebook Inc and Twitter Inc of doing too little to stop people from using their platforms to spread false information that coronavirus vaccines are unsafe.|0.000998765336703844|3.0
2021-03-24 17:36:00|Uber teams up with ScriptDrop to expand prescription delivery access in U.S.|Pharmacies signed up with ScriptDrop will be able to use Uber's delivery services, which could result in fewer events of customers going without their prescriptions due to COVID-19 related limitations, the post said on Wednesday.|-0.0008495842235630713|-2.0
2021-03-24 16:31:00|U.S. says hopes WHO report on virus origins is 'based on science'|The United States expects the World Health Organization (WHO) investigation into the origins of the novel coronavirus pandemic to require further study, perhaps including a return visit to China, a senior U.S. official said on Wednesday.|0.001365830745681862|4.0
2021-03-24 16:27:00|COVID-19 vaccine AstraZeneca roller-coaster ride|"AstraZeneca is due to publish up-to-date results from its major U.S. COVID-19 vaccine trial, after health officials publicly criticized it for using ""outdated information"" to show how well the immunization worked."|0.00047852513946899933|1.0
2021-03-24 15:46:00|Pandemic rages in Eastern Europe leaving hospitals struggling to cope|"Hungary's hospitals are under ""extraordinary"" pressure from rising coronavirus infections, its surgeon general said on Wednesday, as the country became a hotspot in the third wave of a pandemic that has hit Central Europe especially hard."|0.000620186745676321|2.0
2021-03-24 15:41:00|Canada's lagging COVID-19 vaccine campaign set to ramp up as virus variants spread|Canada is expecting enough COVID-19 vaccine doses to double its supply by the end of next week to help ramp up a slow vaccination program as more contagious virus variants push the country toward a third wave of coronavirus infections.|0.0003139101432216851|1.0
2021-03-24 15:28:00|Science vs skeptics: some in France struggle to trust in AstraZeneca shot|Brigitte Becker knows that her asthma leaves her vulnerable to COVID-19, but brief suspensions of the AstraZeneca vaccine in some countries over a small number of blood-clotting cases have deepened her resolve to await a different shot.|-0.00048630505381619393|-2.0
2021-03-24 14:43:00|Exclusive: India delays big exports of AstraZeneca shot as infections surge, sources say|India has put a temporary hold on all major exports of the AstraZeneca coronavirus shot made by the Serum Institute of India (SII), the world's biggest vaccine-maker, to meet domestic demand as infections rise, two sources told Reuters.|0.0011012955956379855|3.0
2021-03-24 14:08:00|France may extend COVID restrictions to three other regions, including Lyon|France may widen its COVID-19 restrictions to three other regions, including the Rhone region which houses the major city of Lyon, the government said on Wednesday, lengthening a list of high-risk zones including Paris where curbs have been tightened.|-0.0009579672557914476|-3.0
2021-03-24 14:03:00|Crisis zones disadvantaged by weak COVID-19 response, Red Cross says|Countries hit hard by humanitarian crises have also been disadvantaged by a far weaker response to COVID-19 than wealthier states, the International Red Cross and Red Crescent Movement said on Wednesday.|0.00043960193872960573|1.0
2021-03-23 18:52:00|Dutch curfew, curbs extended as coronavirus infections surge|A nationwide curfew and other curbs aimed at containing the coronavirus in the Netherlands will be extended by three weeks until late April, Dutch Prime Minister Mark Rutte said on Tuesday.|-0.0007599498897136181|-2.0
2021-03-23 18:17:00|Norwegian government tightens COVID measures, postpones reopening|Norway is introducing new national measures to contain the coronavirus outbreak, including a ban on the public serving of alcohol, and will postpone the introduction of a plan to reopen society, Health Minister Bent Hoeie said on Tuesday.|0.0006339565320923057|2.0
2021-03-23 18:02:00|'We don't believe in blockades,' says UK's Johnson on vaccines|"Britain would ""not dream"" of imposing any blockades on COVID-19 vaccines, Prime Minister Boris Johnson said on Tuesday, adding there were encouraging signs that the European Union shared the sentiment."|-0.0008840833392051994|-3.0
2021-03-23 17:51:00|Number of COVID patients in intensive care in France at highest level this year|The number of people with COVID-19 in French intensive care units rose by 84 on Tuesday to a new 2021 high of 4,634, health ministry data showed.|-7.822767199683334e-06|0.0
2021-03-23 17:28:00|Divert military expenses to improve health and fight poverty, Vatican says|The coronavirus pandemic should make governments realise that defence spending cannot guarantee security for their populations and should encourage them instead to divert funds to improve health care and fight poverty, the Vatican said on Tuesday.|-0.0007340367162044226|-2.0
2021-03-23 17:25:00|German hotel owners angry over lockdown as holidaymakers head to Mallorca|German hotel owners are fuming over an extension to measures that bar citizens from going on vacation in their own country but allow them to travel abroad, as the industry struggles to survive the coronavirus lockdown.|-0.0010459678578652598|-3.0
2021-03-23 16:40:00|World gets 'failing' grade for COVID-19 preparedness, OECD says|"Tensions between Britain and the European Union over the supply of COVID-19 vaccines show how the world deserves a ""failing"" grade for its past efforts to prepare for unexpected shocks, OECD chief Angel Gurria said on Tuesday."|-0.0006017787948664477|-2.0
2021-03-23 16:38:00|EU to extend vaccine export curbs to cover Britain, backloading: source|The European Commission on Wednesday will extend EU powers to potentially block COVID-19 vaccine exports to Britain and other areas with much higher vaccination rates, and to cover instances of companies backloading contracted supplies, EU officials said.|-0.0006330795191629157|-2.0
2021-03-23 16:27:00|Boston Scientific in $189 million settlement with U.S. states over surgical mesh devices|Boston Scientific Corp agreed to pay $188.7 million to settle claims by most U.S. states that it deceptively marketed its surgical mesh devices to consumers.|-9.376013242445858e-05|0.0
2021-03-23 16:21:00|Top U.N. rights body calls for fair, affordable access to COVID-19 vaccines|The United Nations Human Rights Council adopted a resolution on Tuesday calling for equitable, affordable access to COVID-19 vaccines and fair pricing.|0.0003671990056408614|1.0
